name,api_id,arn,api_type,authentication_type,merged_api_execution_role_arn,owner,owner_contact,visibility,waf_web_acl_arn,query_depth_limit,resolver_count_limit,xray_enabled,log_config,open_id_connect_config,additional_authentication_providers,dns,lambda_authorizer_config,uris,user_pool_config,enhanced_metrics_config,api_cache,introspection_config,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
Cockpit-Assistance-Data-Report,makxyvr4wbbdtggbjl3h3flcye,arn:aws:appsync:us-east-1:978569075048:apis/makxyvr4wbbdtggbjl3h3flcye,GRAPHQL,API_KEY,,978569075048,,GLOBAL,,0,0,false,,,,"{""GRAPHQL"":""dqollksfivhu7cs5tlbmjor4tq.appsync-api.us-east-1.amazonaws.com"",""REALTIME"":""dqollksfivhu7cs5tlbmjor4tq.appsync-realtime-api.us-east-1.amazonaws.com""}",,"{""GRAPHQL"":""https://dqollksfivhu7cs5tlbmjor4tq.appsync-api.us-east-1.amazonaws.com/graphql"",""REALTIME"":""wss://dqollksfivhu7cs5tlbmjor4tq.appsync-realtime-api.us-east-1.amazonaws.com/graphql""}",,,,"""ENABLED""",Cockpit-Assistance-Data-Report,{},"[""arn:aws:appsync:us-east-1:978569075048:apis/makxyvr4wbbdtggbjl3h3flcye""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
