id,name,rest_api_id,auth_type,authorizer_credentials,authorizer_uri,identity_validation_expression,authorizer_result_ttl_in_seconds,identity_source,provider_arns,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
v1dtax,Authorizer_CSC,dqtncift2d,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization,method.request.header.dna",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/dqtncift2d/authorizer/v1dtax""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
9rlz22,Authorizer_CSC,3g6kzbysh7,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/3g6kzbysh7/authorizer/9rlz22""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
9euxqt,Authorizer_CSC,pigyywbxv1,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/pigyywbxv1/authorizer/9euxqt""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
yrtqck,Authenticator,pigyywbxv1,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/pigyywbxv1/authorizer/yrtqck""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
88rdnt,Authorizer_CSC,fc5fo6j38k,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization,method.request.header.dna",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/fc5fo6j38k/authorizer/88rdnt""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ow7r8z,Authenticator,dr873pgg3f,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/dr873pgg3f/authorizer/ow7r8z""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ewm3qw,Authorizer_CSC,f4iwi69z50,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/f4iwi69z50/authorizer/ewm3qw""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
awn1tt,Authenticator,pqpqb0yw4h,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/pqpqb0yw4h/authorizer/awn1tt""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
h8pqo9,Authorizer_CSC,pqpqb0yw4h,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/pqpqb0yw4h/authorizer/h8pqo9""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
me5mex,Authenticator,svxyzyz680,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/svxyzyz680/authorizer/me5mex""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
t7kc13,Authorizer_CSC,svxyzyz680,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/svxyzyz680/authorizer/t7kc13""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
fmjlqe,Authorizer_CSC,0zwc302am3,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/0zwc302am3/authorizer/fmjlqe""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
lgskp8,Authorizer_CSC,dr873pgg3f,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/dr873pgg3f/authorizer/lgskp8""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
15b0n6,AuthAuthorizer,5k3v001x88,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer:v2/invocations,,0,"method.request.header.Authorization,method.request.header.Channel",,AuthAuthorizer,"[""arn:aws:apigateway:us-east-1:308676119841::/restapis/5k3v001x88/authorizer/15b0n6""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
70ex6f,AuthAuthorizer,qpp82i2xof,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Authorization,method.request.header.Channel",,AuthAuthorizer,"[""arn:aws:apigateway:us-east-1:308676119841::/restapis/qpp82i2xof/authorizer/70ex6f""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
1evas1,AuthAuthorizer,sfsa5bxnn1,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Authorization,method.request.header.Channel",,AuthAuthorizer,"[""arn:aws:apigateway:us-east-1:308676119841::/restapis/sfsa5bxnn1/authorizer/1evas1""]",aws,us-east-1,308676119841,aws_datalakeprd,"{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_datalakeprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ywt2ll,Authorizer_CSC,at4555ngw8,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/at4555ngw8/authorizer/ywt2ll""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
63op9l,Authorizer_CSC,a3rvphf8p7,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/a3rvphf8p7/authorizer/63op9l""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
g09zz7,Authorizer_CSC_external,x0ykawm6c9,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.channel,method.request.header.authorization,method.request.header.x-api-key",,Authorizer_CSC_external,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/x0ykawm6c9/authorizer/g09zz7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
zcyeqc,Authorizer_CSC,g6z2rvr0qj,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/g6z2rvr0qj/authorizer/zcyeqc""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
1tzmgt,Authorizer_CSC,au7em5k1bf,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/au7em5k1bf/authorizer/1tzmgt""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
fwzfjj,Authenticator,sk7f9u1i01,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/sk7f9u1i01/authorizer/fwzfjj""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
gprbpb,Authenticator,m5af3hwws1,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/m5af3hwws1/authorizer/gprbpb""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
wsq7hk,Authenticator,qhesirpdbk,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/qhesirpdbk/authorizer/wsq7hk""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
chfdqt,Authenticator,a5i1419soc,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/a5i1419soc/authorizer/chfdqt""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
vyt7ou,Authenticator,1337o49mq2,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/1337o49mq2/authorizer/vyt7ou""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
xc3m16,Authenticator,qoijbacpn2,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/qoijbacpn2/authorizer/xc3m16""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
pd8ldn,Authorizer_CSC,pf9pbm6jtj,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/pf9pbm6jtj/authorizer/pd8ldn""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
8bdzo5,Authorizer_CSC,qhesirpdbk,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/qhesirpdbk/authorizer/8bdzo5""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
49zd24,Authenticator,au7em5k1bf,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/au7em5k1bf/authorizer/49zd24""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
tio36k,Authorizer_CSC,1337o49mq2,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/1337o49mq2/authorizer/tio36k""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
eoq6o7,Authenticator,g6z2rvr0qj,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/g6z2rvr0qj/authorizer/eoq6o7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
e186d9,Authorizer_CSC,sk7f9u1i01,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/sk7f9u1i01/authorizer/e186d9""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
9o0dm7,Authorizer_CSC,a5i1419soc,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/a5i1419soc/authorizer/9o0dm7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
kwnwrl,Authorizer_CSC,crx07m664c,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/crx07m664c/authorizer/kwnwrl""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
8kvh0o,Authenticator,crx07m664c,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/crx07m664c/authorizer/8kvh0o""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
219m5r,Authorizer_CSC,tiahpjy5d7,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/tiahpjy5d7/authorizer/219m5r""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dgwe85,Authenticator,lnj7c9v4hj,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/lnj7c9v4hj/authorizer/dgwe85""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
mtrqfe,Authenticator,pf9pbm6jtj,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/pf9pbm6jtj/authorizer/mtrqfe""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
znhsqi,Authorizer_CSC,cbo5wz011i,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,300,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/cbo5wz011i/authorizer/znhsqi""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
hksobj,Authorizer_CSC,31l0h80xn5,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/31l0h80xn5/authorizer/hksobj""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
7kr45u,Authenticator,0662qdo039,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/0662qdo039/authorizer/7kr45u""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
4wycow,Authorizer_CSC,x0ykawm6c9,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:634045278394:function:auth-authorizer/invocations,,0,"method.request.header.channel,method.request.header.authorization,method.request.header.dna",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/x0ykawm6c9/authorizer/4wycow""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
gvpvp7,Authenticator,nutr4x14jb,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,method.request.header.Authorization,,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/nutr4x14jb/authorizer/gvpvp7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
u8sp5h,Authenticator,cbo5wz011i,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:610291246568:function:msAuthenticator/invocations,,0,"method.request.header.Authorization,method.request.header.Channel",,Authenticator,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/cbo5wz011i/authorizer/u8sp5h""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
btjoc0,Authorizer_CSC,4oc4tczwd4,custom,,arn:aws:apigateway:us-east-1:lambda:path/2015-03-31/functions/arn:aws:lambda:us-east-1:636573963281:function:auth-authorizer/invocations,,0,"method.request.header.Channel,method.request.header.Authorization",,Authorizer_CSC,"[""arn:aws:apigateway:us-east-1:978569075048::/restapis/4oc4tczwd4/authorizer/btjoc0""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
