route_key,api_id,route_id,api_gateway_managed,api_key_required,authorization_type,authorizer_id,model_selection_expression,operation_name,route_response_selection_expression,target,authorization_scopes,request_models,request_parameters,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
pong,6513rbn0zk,rvfdsza,,false,NONE,,,,,integrations/yj4mrm7,,,,rvfdsza,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/rvfdsza""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$connect,5fkxceqzpk,07e38nm,,false,NONE,,,,,integrations/lbgrrie,,,,07e38nm,"[""arn:aws:apigateway:us-east-1::/apis/5fkxceqzpk/routes/07e38nm""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$connect,6513rbn0zk,8t0b2r7,,false,NONE,,,,,integrations/lys53cg,,,,8t0b2r7,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/8t0b2r7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
pong,5fkxceqzpk,5ofcctf,,false,NONE,,,,,integrations/dksxn6n,,,,5ofcctf,"[""arn:aws:apigateway:us-east-1::/apis/5fkxceqzpk/routes/5ofcctf""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$default,5fkxceqzpk,keu5m4c,,false,NONE,,,,,integrations/3dfamzu,,,,keu5m4c,"[""arn:aws:apigateway:us-east-1::/apis/5fkxceqzpk/routes/keu5m4c""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
closeVideoRoom,6513rbn0zk,j2e87gj,,false,NONE,,,,,integrations/7a634ya,,,,j2e87gj,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/j2e87gj""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
queueAmountUpdate,5fkxceqzpk,gy9xzf8,,false,NONE,,,,,integrations/r03131r,,,,gy9xzf8,"[""arn:aws:apigateway:us-east-1::/apis/5fkxceqzpk/routes/gy9xzf8""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
removeVideoRoom,6513rbn0zk,5cexoil,,false,NONE,,,,,integrations/9mkvd95,,,,5cexoil,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/5cexoil""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$default,6513rbn0zk,gxdgfgo,,false,NONE,,,,,integrations/yedksqm,,,,gxdgfgo,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/gxdgfgo""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
authenticator,6513rbn0zk,9o0z3m7,,false,NONE,,,,,integrations/b6kgo9f,,,,9o0z3m7,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/9o0z3m7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$disconnect,5fkxceqzpk,5tnvb74,,false,NONE,,,,,integrations/lvtibn9,,,,5tnvb74,"[""arn:aws:apigateway:us-east-1::/apis/5fkxceqzpk/routes/5tnvb74""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$disconnect,6513rbn0zk,oyr7217,,false,NONE,,,,,integrations/k1gy6io,,,,oyr7217,"[""arn:aws:apigateway:us-east-1::/apis/6513rbn0zk/routes/oyr7217""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
removeDisconnectedPatients,bvkwl4wbm2,xt0ence,,false,NONE,,,,,integrations/mdqzx9v,,,,xt0ence,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/xt0ence""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
startCareValidate,bvkwl4wbm2,i94hae4,,false,NONE,,,,,integrations/n0q5jnc,,,,i94hae4,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/i94hae4""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
insertPatientToQueue,bvkwl4wbm2,eqt7p6r,,false,NONE,,,,,integrations/cprcx0v,,,,eqt7p6r,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/eqt7p6r""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
setAttendantToWaiting,bvkwl4wbm2,5jz7wc5,,false,NONE,,,,,integrations/gznig3p,,,,5jz7wc5,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/5jz7wc5""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
finishCare,bvkwl4wbm2,lj5abub,,false,NONE,,,,,integrations/kb8cdte,,,,lj5abub,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/lj5abub""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$connect,bvkwl4wbm2,kyjxtpi,,false,NONE,,,,,integrations/83jeh6g,,,,kyjxtpi,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/kyjxtpi""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
showAvailableProfessionals,bvkwl4wbm2,hqvzwst,,false,NONE,,,,,integrations/gqlrp2b,,,,hqvzwst,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/hqvzwst""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
insertUserIdToConnection,bvkwl4wbm2,xao0ke8,,false,NONE,,,,,integrations/wwhyyi8,,,,xao0ke8,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/xao0ke8""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$default,bvkwl4wbm2,viizss7,,false,NONE,,,,,integrations/8725pzq,,,,viizss7,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/viizss7""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
pong,bvkwl4wbm2,ifc5m3l,,false,NONE,,,,,integrations/ykowumc,,,,ifc5m3l,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/ifc5m3l""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
startCare,bvkwl4wbm2,5sog0lj,,false,NONE,,,,,integrations/641vi13,,,,5sog0lj,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/5sog0lj""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
ping,bvkwl4wbm2,ms7z57q,,false,NONE,,,,,integrations/eb4such,,,,ms7z57q,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/ms7z57q""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$disconnect,bvkwl4wbm2,44ocysr,,false,NONE,,,,,integrations/h9zguzg,,,,44ocysr,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/44ocysr""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
transferDirectCare,bvkwl4wbm2,9ainjnf,,false,NONE,,,,,integrations/qk9xf36,,,,9ainjnf,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/9ainjnf""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
queueUpdate,bvkwl4wbm2,hudb3j9,,false,NONE,,,,,integrations/sjvdsz3,,,,hudb3j9,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/hudb3j9""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
transferCare,bvkwl4wbm2,ktubfqm,,false,NONE,,,,,integrations/qum8tib,,,,ktubfqm,"[""arn:aws:apigateway:us-east-1::/apis/bvkwl4wbm2/routes/ktubfqm""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$default,0a3429gfok,ghlxa15,,false,NONE,,,,$default,integrations/a5y9fa0,,,,ghlxa15,"[""arn:aws:apigateway:us-east-1::/apis/0a3429gfok/routes/ghlxa15""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
pong,0a3429gfok,4en6o0a,,false,NONE,,,,,integrations/4r6ende,,,,4en6o0a,"[""arn:aws:apigateway:us-east-1::/apis/0a3429gfok/routes/4en6o0a""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$connect,0a3429gfok,6l1rap2,,false,NONE,,,,$default,integrations/w9bcmsj,,,,6l1rap2,"[""arn:aws:apigateway:us-east-1::/apis/0a3429gfok/routes/6l1rap2""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
authenticator,0a3429gfok,t41pk55,,false,NONE,,,,$default,integrations/4kzhgag,,,,t41pk55,"[""arn:aws:apigateway:us-east-1::/apis/0a3429gfok/routes/t41pk55""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$disconnect,0a3429gfok,sumi6vj,,false,NONE,,,,$default,integrations/1pj3ck0,,,,sumi6vj,"[""arn:aws:apigateway:us-east-1::/apis/0a3429gfok/routes/sumi6vj""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
startedConsultation,0a3429gfok,dx1kau5,,false,NONE,,,,$default,integrations/fhtpgta,,,,dx1kau5,"[""arn:aws:apigateway:us-east-1::/apis/0a3429gfok/routes/dx1kau5""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$disconnect,e0nwoywf35,u5t32v1,,false,NONE,,,,$default,integrations/paztofd,,,,u5t32v1,"[""arn:aws:apigateway:us-east-1::/apis/e0nwoywf35/routes/u5t32v1""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$default,e0nwoywf35,gi9kvy1,,false,NONE,,,,$default,integrations/xa0sn6o,,,,gi9kvy1,"[""arn:aws:apigateway:us-east-1::/apis/e0nwoywf35/routes/gi9kvy1""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
subscribe,e0nwoywf35,g389v97,,false,NONE,,,,$default,integrations/p3tu728,,,,g389v97,"[""arn:aws:apigateway:us-east-1::/apis/e0nwoywf35/routes/g389v97""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
$connect,e0nwoywf35,mo2mreb,,false,NONE,,,,$default,integrations/5mjnuvo,,,,mo2mreb,"[""arn:aws:apigateway:us-east-1::/apis/e0nwoywf35/routes/mo2mreb""]",aws,us-east-1,978569075048,aws_cockpitprd,"{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_cockpitprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
